analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,15.0,13.16,78849.0,50,15.77,209199.0,36,1182735.0
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,15.0,2.94,17.0,50,15.77,209199.0,36,255.0
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,15.0,5.95,554.06,53,15.77,209199.0,36,8310.9
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,15.0,1.51,13.0,53,15.77,209199.0,36,195.0
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,15.0,257.52,600.0,51,15.77,209199.0,36,9000.0
5003655,MILK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,2.67,185.05,50,15.77,209199.0,36,1850.5
5303569,PERRY POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,10.0,1.83,1.41,53,15.77,209199.0,36,14.1
3604923,CLIMAX INTEGRATED WATER SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,10.0,18.46,519.3342,36,15.77,209199.0,36,5193.342000000001
5303518,WASHBURN CABIN POND,3603543,GREEN MOUNTAIN RESERVOIR,10.0,7.25,28.0,53,15.77,209199.0,36,280.0
3703600,BENCHMARK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,10.0,37.52,271.8686,37,15.77,209199.0,36,2718.686
3703596,COTTON POND,3603543,GREEN MOUNTAIN RESERVOIR,10.0,1.42,10.114,37,15.77,209199.0,36,101.14000000000001
5303571,PERRY POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,10.0,1.83,3.49,53,15.77,209199.0,36,34.900000000000006
5303570,PERRY POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,10.0,10.8,1.41,53,15.77,209199.0,36,14.1
3703684,BRETT RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,10.0,0.34,7.2,37,15.77,209199.0,36,72.0
5303588,GORE VIEW POND,3603543,GREEN MOUNTAIN RESERVOIR,10.0,222.2,14.1,53,15.77,209199.0,36,141.0
5100763,KINNEY BARRIGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,10.0,236.23,65.0,51,15.77,209199.0,36,650.0
5303976,JONES NO 3 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,3.73,84.89,53,15.77,209199.0,36,848.9
5004600,SARVIS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,10.0,16.44,1670.0,50,15.77,209199.0,36,16700.0
3703608,BLACK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,10.0,7.56,396.36,37,15.77,209199.0,36,3963.6000000000004
3703689,CORNWELL POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,10.0,0.7,0.4,37,15.77,209199.0,36,4.0
5000617,MCMAHON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,10.0,10.86,4094.0,50,15.77,209199.0,36,40940.0
5103529,TIMBERLINE POND,3603543,GREEN MOUNTAIN RESERVOIR,10.0,0.24,4.24,51,15.77,209199.0,36,42.400000000000006
5103552,GRAND ELK POND A,3603543,GREEN MOUNTAIN RESERVOIR,10.0,1.3,33.55,51,15.77,209199.0,36,335.5
5203940,JONES RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,1.86,69.1942,52,15.77,209199.0,36,691.942
5104060,ASPEN CANYON RANCH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,10.0,0.31,8.0,51,15.77,209199.0,36,80.0
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,4.78,5.6,36,15.77,209199.0,36,56.0
3603548,HOAGLAND NO 1 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,2.97,921.5,36,15.77,209199.0,36,9215.0
5103709,WILLIAMS FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,2.22,187274.0,51,15.77,209199.0,36,1872740.0
5103720,VAGABOND RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,10.0,29.9,1.884,51,15.77,209199.0,36,18.84
3603624,SWAN RIVER WATER SYSTEM PONDS,3603543,GREEN MOUNTAIN RESERVOIR,10.0,1.41,56.0,36,15.77,209199.0,36,560.0
3603575,CLINTON GULCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,18.41,8710.0,36,15.77,209199.0,36,87100.0
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,10.0,15.28,5.5,51,15.77,209199.0,36,55.0
