analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,106.169,5.26,1002.58,37,147.54,1408.0,53,106442.91602
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,75.835,18.46,519.3342,36,147.54,1408.0,53,39383.709057
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,45.50100000000001,5.95,554.06,53,147.54,1408.0,53,25210.284060000005
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,45.50100000000001,3.21,96.4,50,147.54,1408.0,53,4386.296400000001
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,45.50100000000001,2.94,17.0,50,147.54,1408.0,53,773.5170000000002
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,45.50100000000001,3.57,75.8,36,147.54,1408.0,53,3448.9758000000006
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,45.50100000000001,1.51,13.0,53,147.54,1408.0,53,591.5130000000001
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,45.50100000000001,257.52,600.0,51,147.54,1408.0,53,27300.600000000006
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,45.50100000000001,13.16,78849.0,50,147.54,1408.0,53,3587708.349000001
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,30.334,2.97,921.5,36,147.54,1408.0,53,27952.781
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,30.334,1.86,69.1942,52,147.54,1408.0,53,2098.9368627999997
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,30.334,1.83,1.41,53,147.54,1408.0,53,42.770939999999996
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,30.334,10.8,1.41,53,147.54,1408.0,53,42.770939999999996
