analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5104019,KOVACS POND NO 2,5103709,WILLIAMS FORK RESERVOIR,11.771,0.0,1.05,51,2.22,187274.0,51,12.35955
3903505,GRASS VALLEY RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,6989.2,39,15.77,209199.0,36,13978.4
3903558,LAFRENZ POND,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,1.75,39,15.77,209199.0,36,3.5
3903998,HILMES POND,7200646,GRAND VALLEY PROJECT,17.75,0.0,1.0,39,61.8,2313.7,72,17.75
3804137,OGARA POND,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,2.0,38,15.77,209199.0,36,4.0
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,135.875,0.0,16.0,50,147.54,1408.0,53,2174.0
3703536,MIN LAKE BENCH LAKE NO 1,5103709,WILLIAMS FORK RESERVOIR,11.771,0.0,9.0,37,2.22,187274.0,51,105.93900000000001
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,135.875,0.0,23.0,50,147.54,1408.0,53,3125.125
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,125.605,0.0,0.65,51,15.77,209199.0,36,81.64325000000001
3903998,HILMES POND,7200645,GRAND VALLEY CANAL,22.666,0.0,1.0,39,53.09,940.28,72,22.666
3703786,GRAHAM POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,0.13,37,13.87,43989.7,37,0.37375
3803594,BAILEY POND NO 3,7200645,GRAND VALLEY CANAL,22.666,0.0,1.0,38,53.09,940.28,72,22.666
3802011,MIN FLOW N FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,17.75,0.0,20.0,38,61.8,2313.7,72,355.0
3803635,MARTIN POND,7200645,GRAND VALLEY CANAL,22.666,0.0,0.1,38,53.09,940.28,72,2.2666
3803593,BAILEY POND NO 2,7200645,GRAND VALLEY CANAL,22.666,0.0,1.0,38,53.09,940.28,72,22.666
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,251.21,0.0,216.15,50,15.77,209199.0,36,54299.04150000001
3803592,BAILEY POND NO 1,7200645,GRAND VALLEY CANAL,22.666,0.0,0.55,38,53.09,940.28,72,12.4663
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,125.605,0.0,1.05,51,15.77,209199.0,36,131.88525
5003653,COLBURN RESERVOIR NO 2,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,23.0,50,13.87,43989.7,37,66.125
3903505,GRASS VALLEY RESERVOIR,7200646,GRAND VALLEY PROJECT,17.75,0.0,6989.2,39,61.8,2313.7,72,124058.3
5003652,COLBURN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,16.0,50,13.87,43989.7,37,46.0
5003646,MARTIN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,5.75,0.0,216.15,50,13.87,43989.7,37,1242.8625
3803553,ASPEN VALLEY RANCH POND,7200646,GRAND VALLEY PROJECT,17.75,0.0,5.0,38,61.8,2313.7,72,88.75
3802010,MIN FLOW S FK CRYSTAL R,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,17.0,38,15.77,209199.0,36,34.0
5003652,COLBURN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,125.605,0.0,16.0,50,15.77,209199.0,36,2009.68
3903558,LAFRENZ POND,7200646,GRAND VALLEY PROJECT,17.75,0.0,1.75,39,61.8,2313.7,72,31.0625
5104018,KOVACS POND NO 1,5103709,WILLIAMS FORK RESERVOIR,11.771,0.0,0.65,51,2.22,187274.0,51,7.65115
5103526,CORRAL CREEK WETLAND NO1,5103709,WILLIAMS FORK RESERVOIR,11.771,0.0,26.8,51,2.22,187274.0,51,315.4628
3802010,MIN FLOW S FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,17.75,0.0,17.0,38,61.8,2313.7,72,301.75
3803936,PAN AND FORK RESERVOIR,7200645,GRAND VALLEY CANAL,22.666,0.0,0.5,38,53.09,940.28,72,11.333
3803635,MARTIN POND,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,0.1,38,15.77,209199.0,36,0.2
3703786,GRAHAM POND NO 2,5103709,WILLIAMS FORK RESERVOIR,11.771,0.0,0.13,37,2.22,187274.0,51,1.5302300000000002
5104019,KOVACS POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,1.05,51,13.87,43989.7,37,3.0187500000000003
