analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5303600,YARMONY LODGE POND C,5003668,WOLFORD MOUNTAIN RESERVOIR,2.709,0.0,3.01,53,13.16,78849.0,50,8.15409
5003646,MARTIN RESERVOIR,5104655,MOFFAT WATER TUNNEL,10.25,0.0,216.15,50,25.36,928.0,51,2215.5375
3703536,MIN LAKE BENCH LAKE NO 1,7200646,GRAND VALLEY PROJECT,27.459,0.0,9.0,37,61.8,2313.7,72,247.131
3804137,OGARA POND,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,2.0,38,2.22,187274.0,51,6.25
3703536,MIN LAKE BENCH LAKE NO 1,3604684,BLUE RIVER DIVERSION PROJECT,13.875,0.0,9.0,37,45.59,520.0,36,124.875
3703786,GRAHAM POND NO 2,7200645,GRAND VALLEY CANAL,6.709,0.0,0.13,37,53.09,940.28,72,0.87217
3804146,BRITVAR POND,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,0.23,38,2.22,187274.0,51,0.71875
3802010,MIN FLOW S FK CRYSTAL R,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,17.0,38,2.22,187274.0,51,53.125
5103526,CORRAL CREEK WETLAND NO1,7200645,GRAND VALLEY CANAL,6.709,0.0,26.8,51,53.09,940.28,72,179.8012
5104018,KOVACS POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,13.875,0.0,0.65,51,45.59,520.0,36,9.01875
3903558,LAFRENZ POND,7200646,GRAND VALLEY PROJECT,28.458,0.0,1.75,39,61.8,2313.7,72,49.8015
5303598,YARMONY LODGE POND A,7200645,GRAND VALLEY CANAL,6.709,0.0,6.55,53,53.09,940.28,72,43.943949999999994
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,13.875,0.0,1.05,51,45.59,520.0,36,14.568750000000001
4503606,DILLMAN DITCH FISH POND,7200646,GRAND VALLEY PROJECT,28.458,0.0,4.8,45,61.8,2313.7,72,136.5984
3803592,BAILEY POND NO 1,7200645,GRAND VALLEY CANAL,6.709,0.0,0.55,38,53.09,940.28,72,3.68995
7204097,SCHORN RESERVOIR NO 10,7200645,GRAND VALLEY CANAL,6.709,0.0,5.0,72,53.09,940.28,72,33.545
3703536,MIN LAKE BENCH LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,43.915,0.0,9.0,37,15.77,209199.0,36,395.235
5303599,YARMONY LODGE POND B,7200645,GRAND VALLEY CANAL,6.709,0.0,1.78,53,53.09,940.28,72,11.94202
5303598,YARMONY LODGE POND A,3603543,GREEN MOUNTAIN RESERVOIR,43.915,0.0,6.55,53,15.77,209199.0,36,287.64324999999997
5103526,CORRAL CREEK WETLAND NO1,5003668,WOLFORD MOUNTAIN RESERVOIR,2.709,0.0,26.8,51,13.16,78849.0,50,72.6012
3803594,BAILEY POND NO 3,7200645,GRAND VALLEY CANAL,6.709,0.0,1.0,38,53.09,940.28,72,6.709
3803593,BAILEY POND NO 2,7200645,GRAND VALLEY CANAL,6.709,0.0,1.0,38,53.09,940.28,72,6.709
3903998,HILMES POND,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,1.0,39,2.22,187274.0,51,3.125
3903505,GRASS VALLEY RESERVOIR,7200645,GRAND VALLEY CANAL,6.709,0.0,6989.2,39,53.09,940.28,72,46890.542799999996
3802114,MIN FLOW CRYSTAL R LOWER,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,100.0,38,2.22,187274.0,51,312.5
5303598,YARMONY LODGE POND A,3604684,BLUE RIVER DIVERSION PROJECT,13.875,0.0,6.55,53,45.59,520.0,36,90.88125
3803593,BAILEY POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,13.708,0.0,1.0,38,15.77,209199.0,36,13.708
5303600,YARMONY LODGE POND C,3604684,BLUE RIVER DIVERSION PROJECT,13.875,0.0,3.01,53,45.59,520.0,36,41.763749999999995
3803592,BAILEY POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,13.708,0.0,0.55,38,15.77,209199.0,36,7.5394000000000005
3903998,HILMES POND,7200645,GRAND VALLEY CANAL,6.709,0.0,1.0,39,53.09,940.28,72,6.709
3803635,MARTIN POND,5104655,MOFFAT WATER TUNNEL,5.125,0.0,0.1,38,25.36,928.0,51,0.5125000000000001
3803553,ASPEN VALLEY RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,13.708,0.0,5.0,38,15.77,209199.0,36,68.54
3804137,OGARA POND,7200645,GRAND VALLEY CANAL,6.709,0.0,2.0,38,53.09,940.28,72,13.418
3703786,GRAHAM POND NO 2,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,0.13,37,2.22,187274.0,51,0.40625
3703536,MIN LAKE BENCH LAKE NO 1,7200645,GRAND VALLEY CANAL,6.709,0.0,9.0,37,53.09,940.28,72,60.381
4503606,DILLMAN DITCH FISH POND,3603543,GREEN MOUNTAIN RESERVOIR,13.708,0.0,4.8,45,15.77,209199.0,36,65.7984
3803635,MARTIN POND,3603543,GREEN MOUNTAIN RESERVOIR,13.708,0.0,0.1,38,15.77,209199.0,36,1.3708
3803936,PAN AND FORK RESERVOIR,5104655,MOFFAT WATER TUNNEL,5.125,0.0,0.5,38,25.36,928.0,51,2.5625
5003646,MARTIN RESERVOIR,7200645,GRAND VALLEY CANAL,13.418,0.0,216.15,50,53.09,940.28,72,2900.3007
3803936,PAN AND FORK RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,0.5,38,2.22,187274.0,51,1.5625
3903942,MOORES IRRIGATION POND,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,0.125,39,2.22,187274.0,51,0.390625
3703536,MIN LAKE BENCH LAKE NO 1,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,9.0,37,2.22,187274.0,51,28.125
5003653,COLBURN RESERVOIR NO 2,7200646,GRAND VALLEY PROJECT,27.459,0.0,23.0,50,61.8,2313.7,72,631.557
5003652,COLBURN RESERVOIR,7200646,GRAND VALLEY PROJECT,27.459,0.0,16.0,50,61.8,2313.7,72,439.344
4503606,DILLMAN DITCH FISH POND,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,4.8,45,2.22,187274.0,51,15.0
3803635,MARTIN POND,7200646,GRAND VALLEY PROJECT,28.458,0.0,0.1,38,61.8,2313.7,72,2.8458
3903558,LAFRENZ POND,5103709,WILLIAMS FORK RESERVOIR,3.125,0.0,1.75,39,2.22,187274.0,51,5.46875
3903558,LAFRENZ POND,5104655,MOFFAT WATER TUNNEL,5.125,0.0,1.75,39,25.36,928.0,51,8.96875
3804146,BRITVAR POND,5104655,MOFFAT WATER TUNNEL,5.125,0.0,0.23,38,25.36,928.0,51,1.17875
3903998,HILMES POND,5104655,MOFFAT WATER TUNNEL,5.125,0.0,1.0,39,25.36,928.0,51,5.125
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,110.208,0.0,0.13,37,147.54,1408.0,53,14.32704
3804137,OGARA POND,5104655,MOFFAT WATER TUNNEL,5.125,0.0,2.0,38,25.36,928.0,51,10.25
