analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,149.989,0.0,6.55,53,147.54,1408.0,53,982.42795
5103526,CORRAL CREEK WETLAND NO1,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,26.8,51,13.87,43989.7,37,106.9052
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,299.978,0.0,216.15,50,147.54,1408.0,53,64840.2447
5303598,YARMONY LODGE POND A,3604512,DILLON RESERVOIR,22.0,0.0,6.55,53,44.67,407914.0,36,144.1
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,149.989,0.0,1.78,53,147.54,1408.0,53,266.98042000000004
5003653,COLBURN RESERVOIR NO 2,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,23.0,50,13.87,43989.7,37,91.747
3703786,GRAHAM POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,0.13,37,13.87,43989.7,37,0.51857
5103526,CORRAL CREEK WETLAND NO1,3604512,DILLON RESERVOIR,22.0,0.0,26.8,51,44.67,407914.0,36,589.6
3703786,GRAHAM POND NO 2,3604512,DILLON RESERVOIR,22.0,0.0,0.13,37,44.67,407914.0,36,2.8600000000000003
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,149.989,0.0,26.8,51,147.54,1408.0,53,4019.7052000000003
5303600,YARMONY LODGE POND C,3604512,DILLON RESERVOIR,22.0,0.0,3.01,53,44.67,407914.0,36,66.22
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,147.822,0.0,1.05,51,147.54,1408.0,53,155.2131
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,147.822,0.0,0.65,51,147.54,1408.0,53,96.0843
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,149.989,0.0,23.0,50,147.54,1408.0,53,3449.7470000000003
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,149.989,0.0,3.01,53,147.54,1408.0,53,451.46689
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,149.989,0.0,0.13,37,147.54,1408.0,53,19.49857
5104018,KOVACS POND NO 1,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,0.65,51,13.87,43989.7,37,2.59285
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,149.989,0.0,9.0,37,147.54,1408.0,53,1349.901
5003652,COLBURN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,16.0,50,13.87,43989.7,37,63.824
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,149.989,0.0,16.0,50,147.54,1408.0,53,2399.824
5303599,YARMONY LODGE POND B,3604512,DILLON RESERVOIR,22.0,0.0,1.78,53,44.67,407914.0,36,39.160000000000004
5303600,YARMONY LODGE POND C,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,3.01,53,13.87,43989.7,37,12.006889999999999
3703536,MIN LAKE BENCH LAKE NO 1,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,9.0,37,13.87,43989.7,37,35.900999999999996
5303599,YARMONY LODGE POND B,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,1.78,53,13.87,43989.7,37,7.10042
5303598,YARMONY LODGE POND A,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,6.55,53,13.87,43989.7,37,26.12795
5003646,MARTIN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.978,0.0,216.15,50,13.87,43989.7,37,1724.4447
5104019,KOVACS POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.0,1.05,51,13.87,43989.7,37,4.1884500000000005
3702056,MIN FLOW GORE CR LOWER,3704516,HOMESTAKE PROJ RESERVOIR,7.978,0.01,36.0,37,13.87,43989.7,37,287.20799999999997
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,299.978,0.01,36.0,37,147.54,1408.0,53,10799.208
3702018,MIN FLOW CROSS CR LOWER,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.02,20.0,37,13.87,43989.7,37,79.78
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5300584,SHOSHONE POWER PLANT,149.989,0.02,60.0,36,147.54,1408.0,53,8999.34
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,149.989,0.02,20.0,37,147.54,1408.0,53,2999.78
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.02,60.0,36,13.87,43989.7,37,239.34
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,149.989,0.02,18.0,53,147.54,1408.0,53,2699.802
5302006,MIN FLOW SWEETWATER CR,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.02,18.0,53,13.87,43989.7,37,71.80199999999999
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,149.989,0.02,14.0,53,147.54,1408.0,53,2099.846
5302007,MIN FLOW DEEP CREEK,3704516,HOMESTAKE PROJ RESERVOIR,3.989,0.02,14.0,53,13.87,43989.7,37,55.846
