analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3903942,MOORES IRRIGATION POND,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,0.125,39,45.59,520.0,36,0.125
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,51.625,0.0,1.05,51,15.77,209199.0,36,54.206250000000004
3804146,BRITVAR POND,7200646,GRAND VALLEY PROJECT,34.0,0.0,0.23,38,61.8,2313.7,72,7.82
5103526,CORRAL CREEK WETLAND NO1,7200646,GRAND VALLEY PROJECT,4.25,0.0,26.8,51,61.8,2313.7,72,113.9
3804137,OGARA POND,3803713,RUEDI RESERVOIR,0.917,0.0,2.0,38,14.28,172135.0,38,1.834
3903558,LAFRENZ POND,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,1.75,39,45.59,520.0,36,1.75
5103526,CORRAL CREEK WETLAND NO1,5103709,WILLIAMS FORK RESERVOIR,0.6659999999999999,0.0,26.8,51,2.22,187274.0,51,17.848799999999997
3804137,OGARA POND,3603543,GREEN MOUNTAIN RESERVOIR,25.708,0.0,2.0,38,15.77,209199.0,36,51.416
3803936,PAN AND FORK RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,0.5,38,45.59,520.0,36,0.5
3804146,BRITVAR POND,7200645,GRAND VALLEY CANAL,13.334,0.0,0.23,38,53.09,940.28,72,3.06682
3900672,THOMPKINS DITCH,7200646,GRAND VALLEY PROJECT,34.0,0.0,21.0,39,61.8,2313.7,72,714.0
3903558,LAFRENZ POND,7200646,GRAND VALLEY PROJECT,34.0,0.0,1.75,39,61.8,2313.7,72,59.5
5003653,COLBURN RESERVOIR NO 2,7200645,GRAND VALLEY CANAL,7.0,0.0,23.0,50,53.09,940.28,72,161.0
3803553,ASPEN VALLEY RANCH POND,5103709,WILLIAMS FORK RESERVOIR,0.6659999999999999,0.0,5.0,38,2.22,187274.0,51,3.3299999999999996
3703536,MIN LAKE BENCH LAKE NO 1,3604684,BLUE RIVER DIVERSION PROJECT,11.0,0.0,9.0,37,45.59,520.0,36,99.0
3903558,LAFRENZ POND,5103709,WILLIAMS FORK RESERVOIR,0.6659999999999999,0.0,1.75,39,2.22,187274.0,51,1.1654999999999998
3703786,GRAHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,51.625,0.0,0.13,37,15.77,209199.0,36,6.711250000000001
3803635,MARTIN POND,3603543,GREEN MOUNTAIN RESERVOIR,25.708,0.0,0.1,38,15.77,209199.0,36,2.5708
3803553,ASPEN VALLEY RANCH POND,7200645,GRAND VALLEY CANAL,13.334,0.0,5.0,38,53.09,940.28,72,66.67
3903505,GRASS VALLEY RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,6989.2,39,45.59,520.0,36,6989.2
3803593,BAILEY POND NO 2,5003668,WOLFORD MOUNTAIN RESERVOIR,2.823,0.0,1.0,38,13.16,78849.0,50,2.823
5003652,COLBURN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,0.6659999999999999,0.0,16.0,50,2.22,187274.0,51,10.655999999999999
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,176.334,0.0,0.13,37,147.54,1408.0,53,22.92342
5003652,COLBURN RESERVOIR,7200645,GRAND VALLEY CANAL,7.0,0.0,16.0,50,53.09,940.28,72,112.0
3803592,BAILEY POND NO 1,5003668,WOLFORD MOUNTAIN RESERVOIR,2.823,0.0,0.55,38,13.16,78849.0,50,1.55265
3802114,MIN FLOW CRYSTAL R LOWER,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,100.0,38,45.59,520.0,36,100.0
3803553,ASPEN VALLEY RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,25.708,0.0,5.0,38,15.77,209199.0,36,128.54
3802114,MIN FLOW CRYSTAL R LOWER,7200646,GRAND VALLEY PROJECT,34.0,0.0,100.0,38,61.8,2313.7,72,3400.0
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,176.334,0.0,26.8,51,147.54,1408.0,53,4725.751200000001
3802011,MIN FLOW N FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,34.0,0.0,20.0,38,61.8,2313.7,72,680.0
3802010,MIN FLOW S FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,34.0,0.0,17.0,38,61.8,2313.7,72,578.0
3804137,OGARA POND,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,2.0,38,45.59,520.0,36,2.0
5003652,COLBURN RESERVOIR,3803713,RUEDI RESERVOIR,0.917,0.0,16.0,50,14.28,172135.0,38,14.672
5003653,COLBURN RESERVOIR NO 2,3803713,RUEDI RESERVOIR,0.917,0.0,23.0,50,14.28,172135.0,38,21.091
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,176.334,0.0,9.0,37,147.54,1408.0,53,1587.006
4503606,DILLMAN DITCH FISH POND,7200645,GRAND VALLEY CANAL,13.334,0.0,4.8,45,53.09,940.28,72,64.00319999999999
5104018,KOVACS POND NO 1,3803713,RUEDI RESERVOIR,0.917,0.0,0.65,51,14.28,172135.0,38,0.5960500000000001
7204097,SCHORN RESERVOIR NO 10,3603543,GREEN MOUNTAIN RESERVOIR,25.708,0.0,5.0,72,15.77,209199.0,36,128.54
3804137,OGARA POND,7200645,GRAND VALLEY CANAL,13.334,0.0,2.0,38,53.09,940.28,72,26.668
3703786,GRAHAM POND NO 2,7200645,GRAND VALLEY CANAL,7.0,0.0,0.13,37,53.09,940.28,72,0.91
4503606,DILLMAN DITCH FISH POND,7200646,GRAND VALLEY PROJECT,34.0,0.0,4.8,45,61.8,2313.7,72,163.2
3804146,BRITVAR POND,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,0.23,38,45.59,520.0,36,0.23
3802010,MIN FLOW S FK CRYSTAL R,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,17.0,38,45.59,520.0,36,17.0
3802011,MIN FLOW N FK CRYSTAL R,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,20.0,38,45.59,520.0,36,20.0
4503606,DILLMAN DITCH FISH POND,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,4.8,45,45.59,520.0,36,4.8
3804146,BRITVAR POND,3803713,RUEDI RESERVOIR,0.917,0.0,0.23,38,14.28,172135.0,38,0.21091000000000001
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,51.625,0.0,0.65,51,15.77,209199.0,36,33.55625
3804137,OGARA POND,7200646,GRAND VALLEY PROJECT,34.0,0.0,2.0,38,61.8,2313.7,72,68.0
3803936,PAN AND FORK RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,0.6659999999999999,0.0,0.5,38,2.22,187274.0,51,0.33299999999999996
5104019,KOVACS POND NO 2,3803713,RUEDI RESERVOIR,0.917,0.0,1.05,51,14.28,172135.0,38,0.9628500000000001
