analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3802010,MIN FLOW S FK CRYSTAL R,3802114,MIN FLOW CRYSTAL R LOWER,21.0,0.0,17.0,38,0.0,100.0,38,357.0
5303600,YARMONY LODGE POND C,7200645,GRAND VALLEY CANAL,7.166,0.0,3.01,53,53.09,940.28,72,21.56966
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752,0.0,216.15,50,147.54,1408.0,53,19616.0448
5104019,KOVACS POND NO 2,7200645,GRAND VALLEY CANAL,7.166,0.0,1.05,51,53.09,940.28,72,7.524300000000001
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,16.0,50,147.54,1408.0,53,726.0160000000002
5104018,KOVACS POND NO 1,7200645,GRAND VALLEY CANAL,7.166,0.0,0.65,51,53.09,940.28,72,4.657900000000001
3903558,LAFRENZ POND,7200645,GRAND VALLEY CANAL,7.166,0.0,1.75,39,53.09,940.28,72,12.540500000000002
3802010,MIN FLOW S FK CRYSTAL R,7200645,GRAND VALLEY CANAL,5.916,0.0,17.0,38,53.09,940.28,72,100.572
4503606,DILLMAN DITCH FISH POND,7200645,GRAND VALLEY CANAL,7.166,0.0,4.8,45,53.09,940.28,72,34.3968
3802011,MIN FLOW N FK CRYSTAL R,7200645,GRAND VALLEY CANAL,5.916,0.0,20.0,38,53.09,940.28,72,118.32000000000001
3804137,OGARA POND,7200645,GRAND VALLEY CANAL,7.166,0.0,2.0,38,53.09,940.28,72,14.332
3802114,MIN FLOW CRYSTAL R LOWER,7200645,GRAND VALLEY CANAL,5.916,0.0,100.0,38,53.09,940.28,72,591.6
3903942,MOORES IRRIGATION POND,7200645,GRAND VALLEY CANAL,7.166,0.0,0.125,39,53.09,940.28,72,0.89575
3703786,GRAHAM POND NO 2,7200645,GRAND VALLEY CANAL,7.166,0.0,0.13,37,53.09,940.28,72,0.9315800000000001
3803592,BAILEY POND NO 1,7200645,GRAND VALLEY CANAL,7.166,0.0,0.55,38,53.09,940.28,72,3.9413000000000005
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,9.0,37,147.54,1408.0,53,408.3840000000001
3803594,BAILEY POND NO 3,7200645,GRAND VALLEY CANAL,7.166,0.0,1.0,38,53.09,940.28,72,7.166
3803635,MARTIN POND,7200645,GRAND VALLEY CANAL,7.166,0.0,0.1,38,53.09,940.28,72,0.7166000000000001
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,23.0,50,147.54,1408.0,53,1043.6480000000004
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,1.05,51,147.54,1408.0,53,47.64480000000002
5103526,CORRAL CREEK WETLAND NO1,7200645,GRAND VALLEY CANAL,7.166,0.0,26.8,51,53.09,940.28,72,192.04880000000003
3903998,HILMES POND,7200645,GRAND VALLEY CANAL,7.166,0.0,1.0,39,53.09,940.28,72,7.166
3804146,BRITVAR POND,7200645,GRAND VALLEY CANAL,7.166,0.0,0.23,38,53.09,940.28,72,1.6481800000000002
3803593,BAILEY POND NO 2,7200645,GRAND VALLEY CANAL,7.166,0.0,1.0,38,53.09,940.28,72,7.166
5303599,YARMONY LODGE POND B,7200645,GRAND VALLEY CANAL,7.166,0.0,1.78,53,53.09,940.28,72,12.75548
5003646,MARTIN RESERVOIR,7200645,GRAND VALLEY CANAL,14.332,0.0,216.15,50,53.09,940.28,72,3097.8618
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,0.65,51,147.54,1408.0,53,29.49440000000001
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,6.55,53,147.54,1408.0,53,297.2128000000001
3703536,MIN LAKE BENCH LAKE NO 1,7200645,GRAND VALLEY CANAL,7.166,0.0,9.0,37,53.09,940.28,72,64.494
5003653,COLBURN RESERVOIR NO 2,7200645,GRAND VALLEY CANAL,7.166,0.0,23.0,50,53.09,940.28,72,164.818
5003652,COLBURN RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.0,16.0,50,53.09,940.28,72,114.656
3903505,GRASS VALLEY RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.0,6989.2,39,53.09,940.28,72,50084.6072
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,1.78,53,147.54,1408.0,53,80.76928000000002
3900672,THOMPKINS DITCH,3900687,WARE AND HINDS DITCH,39.0,0.0,21.0,39,0.85,47.293,39,819.0
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,0.13,37,147.54,1408.0,53,5.898880000000002
3803553,ASPEN VALLEY RANCH POND,7200645,GRAND VALLEY CANAL,7.166,0.0,5.0,38,53.09,940.28,72,35.83
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,26.8,51,147.54,1408.0,53,1216.0768000000003
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.0,3.01,53,147.54,1408.0,53,136.58176000000003
3803936,PAN AND FORK RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.0,0.5,38,53.09,940.28,72,3.583
5303598,YARMONY LODGE POND A,7200645,GRAND VALLEY CANAL,7.166,0.0,6.55,53,53.09,940.28,72,46.9373
3802011,MIN FLOW N FK CRYSTAL R,3802114,MIN FLOW CRYSTAL R LOWER,21.0,0.0,20.0,38,0.0,100.0,38,420.0
7204097,SCHORN RESERVOIR NO 10,7200645,GRAND VALLEY CANAL,7.166,0.0,5.0,72,53.09,940.28,72,35.83
3802000,MIN FLOW HUNTER CR LOWER,7200645,GRAND VALLEY CANAL,14.332,0.01,30.0,38,53.09,940.28,72,429.96000000000004
3802077,MIN FLOW FRYINGPAN R LOW,7200645,GRAND VALLEY CANAL,7.166,0.01,110.0,38,53.09,940.28,72,788.26
3702056,MIN FLOW GORE CR LOWER,7200645,GRAND VALLEY CANAL,14.332,0.01,36.0,37,53.09,940.28,72,515.952
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,90.752,0.01,36.0,37,147.54,1408.0,53,3267.0719999999997
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.02,18.0,53,147.54,1408.0,53,816.7680000000003
5302007,MIN FLOW DEEP CREEK,7200645,GRAND VALLEY CANAL,7.166,0.02,14.0,53,53.09,940.28,72,100.32400000000001
5302006,MIN FLOW SWEETWATER CR,7200645,GRAND VALLEY CANAL,7.166,0.02,18.0,53,53.09,940.28,72,128.988
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.02,60.0,36,147.54,1408.0,53,2722.560000000001
3803832,JACOBSON LAKES & PONDS,7200645,GRAND VALLEY CANAL,7.166,0.02,204.0,38,53.09,940.28,72,1461.864
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.02,14.0,53,147.54,1408.0,53,635.2640000000001
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,7200645,GRAND VALLEY CANAL,7.166,0.02,60.0,36,53.09,940.28,72,429.96000000000004
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.02,20.0,37,147.54,1408.0,53,907.5200000000002
3702018,MIN FLOW CROSS CR LOWER,7200645,GRAND VALLEY CANAL,7.166,0.02,20.0,37,53.09,940.28,72,143.32
3802116,MIN FLOW AVALANCHE CREEK,7200645,GRAND VALLEY CANAL,5.916,0.03,22.0,38,53.09,940.28,72,130.15200000000002
3802116,MIN FLOW AVALANCHE CREEK,3802114,MIN FLOW CRYSTAL R LOWER,21.0,0.03,22.0,38,0.0,100.0,38,462.0
3803947,SPRUCE TREE FISH POND 2,7200645,GRAND VALLEY CANAL,5.916,0.04,0.9,38,53.09,940.28,72,5.324400000000001
5303514,OLSON POND,7200645,GRAND VALLEY CANAL,7.166,0.05,2.0,53,53.09,940.28,72,14.332
5303514,OLSON POND,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.05,2.0,53,147.54,1408.0,53,90.75200000000002
3805749,FOX RUN POND,7200645,GRAND VALLEY CANAL,7.166,0.06,0.5770000000000001,38,53.09,940.28,72,4.134782
5104057,CORRAL CREEK POND,7200645,GRAND VALLEY CANAL,7.166,0.06,5.0,51,53.09,940.28,72,35.83
3703782,ARROWHEAD WETLANDS,7200645,GRAND VALLEY CANAL,7.166,0.06,1.38,37,53.09,940.28,72,9.88908
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.06,1.38,37,147.54,1408.0,53,62.61888000000001
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.06,5.0,51,147.54,1408.0,53,226.88000000000005
3703792,ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.08,2.4,37,147.54,1408.0,53,108.90240000000003
3603691,BENSON RANCH POND,5300584,SHOSHONE POWER PLANT,0.292,0.08,3.0,36,147.54,1408.0,53,0.8759999999999999
3603691,BENSON RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,157.583,0.08,3.0,36,15.77,209199.0,36,472.749
3803881,SPRUCE TREE FISH POND 1,7200645,GRAND VALLEY CANAL,5.916,0.08,5.0,38,53.09,940.28,72,29.580000000000002
3603691,BENSON RANCH POND,7200645,GRAND VALLEY CANAL,7.166,0.08,3.0,36,53.09,940.28,72,21.498
3703792,ARROWHEAD PONDS,7200645,GRAND VALLEY CANAL,7.166,0.08,2.4,37,53.09,940.28,72,17.1984
3804404,BAR / X RANCH FATHERING POND NO 1 D,7200645,GRAND VALLEY CANAL,7.166,0.09,0.175,38,53.09,940.28,72,1.2540499999999999
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,7200645,GRAND VALLEY CANAL,7.166,0.1,130.0,37,53.09,940.28,72,931.58
3804251,AVR POND 3,7200645,GRAND VALLEY CANAL,7.166,0.1,2.5,38,53.09,940.28,72,17.915
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.1,130.0,37,147.54,1408.0,53,5898.880000000002
3804327,THE RANCH @ W CR POND11,7200645,GRAND VALLEY CANAL,7.166,0.11,15.0,38,53.09,940.28,72,107.49000000000001
5103546,LURYE RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.11,0.7,51,53.09,940.28,72,5.0161999999999995
5103546,LURYE RESERVOIR,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.11,0.7,51,147.54,1408.0,53,31.763200000000005
3804396,STELLA POLARE POND NO 1,7200645,GRAND VALLEY CANAL,35.83,0.12,0.2,38,53.09,940.28,72,7.166
3803501,UNIFYING FIELDS POND # 2,7200645,GRAND VALLEY CANAL,7.166,0.13,0.825,38,53.09,940.28,72,5.91195
3803502,UNIFYING FIELDS POND # 3,7200645,GRAND VALLEY CANAL,7.166,0.13,0.156,38,53.09,940.28,72,1.117896
3803589,MAROON CREEK DEVEL RES 3,7200645,GRAND VALLEY CANAL,7.166,0.13,7.8,38,53.09,940.28,72,55.894800000000004
3803590,MAROON CREEK DEVEL RES 4,7200645,GRAND VALLEY CANAL,7.166,0.13,10.4,38,53.09,940.28,72,74.52640000000001
3803971,CLUB POND,7200645,GRAND VALLEY CANAL,7.166,0.13,6.9,38,53.09,940.28,72,49.44540000000001
3803954,CLARK RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.13,0.44,38,53.09,940.28,72,3.1530400000000003
3803588,MAROON CREEK DEVEL RES 2,7200645,GRAND VALLEY CANAL,7.166,0.13,2.7,38,53.09,940.28,72,19.348200000000002
3803587,MAROON CREEK DEVEL RES 1,7200645,GRAND VALLEY CANAL,7.166,0.13,6.5,38,53.09,940.28,72,46.579
3800606,COLLINS CREEK DITCH,3800924,PARADISE DITCH,3.833,0.14,16.64,38,3.98,25.0,38,63.78112000000001
3800606,COLLINS CREEK DITCH,3801073,WACO DITCH,65.875,0.14,16.64,38,1.19,38.2,38,1096.16
3804311,JMAR POND SYSTEM,7200645,GRAND VALLEY CANAL,7.166,0.15,0.1,38,53.09,940.28,72,0.7166000000000001
3804250,AVR POND 2,7200645,GRAND VALLEY CANAL,7.166,0.15,0.3,38,53.09,940.28,72,2.1498
3804212,BLACKACRE POND NO 1,7200645,GRAND VALLEY CANAL,7.166,0.15,0.54,38,53.09,940.28,72,3.8696400000000004
3703796,RED CANYON ESTATES POND NO. 1,7200645,GRAND VALLEY CANAL,7.166,0.16,1.0,37,53.09,940.28,72,7.166
3803690,KUHNE POND,7200645,GRAND VALLEY CANAL,7.166,0.16,0.025,38,53.09,940.28,72,0.17915000000000003
3703796,RED CANYON ESTATES POND NO. 1,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.16,1.0,37,147.54,1408.0,53,45.37600000000001
3903593,ODDO POND,7200645,GRAND VALLEY CANAL,7.166,0.17,1.5,39,53.09,940.28,72,10.749
3803972,HENDRICKS FISH POND,7200645,GRAND VALLEY CANAL,7.166,0.17,2.0,38,53.09,940.28,72,14.332
5104013,DOE CREEK RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.18,3.37,51,53.09,940.28,72,24.149420000000003
3603579,GRIGGS RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.18,4.1,36,147.54,1408.0,53,186.04160000000005
3804252,AVR POND 4,7200645,GRAND VALLEY CANAL,7.166,0.18,1.0,38,53.09,940.28,72,7.166
3603579,GRIGGS RESERVOIR NO 4,7200645,GRAND VALLEY CANAL,7.166,0.18,4.1,36,53.09,940.28,72,29.380599999999998
5104013,DOE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.18,3.37,51,147.54,1408.0,53,152.91712000000004
3803685,ASPEN VILLAGE STO RES,7200645,GRAND VALLEY CANAL,7.166,0.18,3.74,38,53.09,940.28,72,26.800840000000004
3804300,DEODAR POND NO. 2,7200645,GRAND VALLEY CANAL,7.166,0.18,0.04,38,53.09,940.28,72,0.28664
3703544,CAMP HALE POND,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.19,60.0,37,147.54,1408.0,53,2722.560000000001
3803514,DARIEN POND,3802114,MIN FLOW CRYSTAL R LOWER,21.0,0.19,1.0,38,0.0,100.0,38,21.0
3804401,BAR / X RANCH FATHERING POND NO 1 A,7200645,GRAND VALLEY CANAL,7.166,0.19,1.198,38,53.09,940.28,72,8.584868
3803514,DARIEN POND,7200645,GRAND VALLEY CANAL,5.916,0.19,1.0,38,53.09,940.28,72,5.916
3804299,DEODAR POND NO. 1,7200645,GRAND VALLEY CANAL,7.166,0.19,0.18,38,53.09,940.28,72,1.28988
3803914,ASPEN GOLF COURSE PND 16,7200645,GRAND VALLEY CANAL,7.166,0.2,0.23,38,53.09,940.28,72,1.6481800000000002
5304015,HERRES POND,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.2,0.16399999999999998,53,147.54,1408.0,53,7.441664000000001
5304015,HERRES POND,7200645,GRAND VALLEY CANAL,7.166,0.2,0.16399999999999998,53,53.09,940.28,72,1.1752239999999998
4503547,ZEISBERRY POND,7200645,GRAND VALLEY CANAL,7.166,0.2,0.45,45,53.09,940.28,72,3.2247000000000003
3803915,ASPEN GOLF COURSE PND 02,7200645,GRAND VALLEY CANAL,7.166,0.2,0.61,38,53.09,940.28,72,4.37126
7201487,UTE PIPELINE HGT NO 1,7200645,GRAND VALLEY CANAL,7.166,0.2,30.0,72,53.09,940.28,72,214.98000000000002
3903941,MIDDLE FORK RESERVOIR,7200645,GRAND VALLEY CANAL,7.166,0.21,140.0,39,53.09,940.28,72,1003.24
3803910,ASPEN GOLF COURSE PND 12,7200645,GRAND VALLEY CANAL,7.166,0.21,0.58,38,53.09,940.28,72,4.15628
3803921,ASPEN GOLF COURSE PND 03,7200645,GRAND VALLEY CANAL,7.166,0.21,0.17,38,53.09,940.28,72,1.21822
3703797,RED CANYON ESTATES POND NO. 2,7200645,GRAND VALLEY CANAL,7.166,0.22,2.5,37,53.09,940.28,72,17.915
3703797,RED CANYON ESTATES POND NO. 2,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.22,2.5,37,147.54,1408.0,53,113.44000000000003
3703911,KP POND NO. 2,7200645,GRAND VALLEY CANAL,7.166,0.22,0.78,37,53.09,940.28,72,5.589480000000001
3703911,KP POND NO. 2,5300584,SHOSHONE POWER PLANT,45.37600000000001,0.22,0.78,37,147.54,1408.0,53,35.39328000000001
3803798,WILSON RESERVOIR NO 1,7200645,GRAND VALLEY CANAL,5.916,0.23,0.3,38,53.09,940.28,72,1.7748000000000002
