analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
5104019,KOVACS POND NO 2,5103709,WILLIAMS FORK RESERVOIR,11.770999999999999,0.0,1.05,51,2.22,187274.0,51
3903505,GRASS VALLEY RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,6989.2,39,15.77,209199.0,36
3903558,LAFRENZ POND,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,1.75,39,15.77,209199.0,36
3903998,HILMES POND,7200646,GRAND VALLEY PROJECT,17.75,0.0,1.0,39,61.8,2313.7,72
3804137,OGARA POND,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,2.0,38,15.77,209199.0,36
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,135.875,0.0,16.0,50,147.54,1408.0,53
3703536,MIN LAKE BENCH LAKE NO 1,5103709,WILLIAMS FORK RESERVOIR,11.770999999999999,0.0,9.0,37,2.22,187274.0,51
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,135.875,0.0,23.0,50,147.54,1408.0,53
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,125.605,0.0,0.65,51,15.77,209199.0,36
3903998,HILMES POND,7200645,GRAND VALLEY CANAL,22.666,0.0,1.0,39,53.09,940.28,72
3703786,GRAHAM POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,0.13,37,13.87,43989.7,37
3803594,BAILEY POND NO 3,7200645,GRAND VALLEY CANAL,22.666,0.0,1.0,38,53.09,940.28,72
3802011,MIN FLOW N FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,17.75,0.0,20.0,38,61.8,2313.7,72
3803635,MARTIN POND,7200645,GRAND VALLEY CANAL,22.666,0.0,0.1,38,53.09,940.28,72
3803593,BAILEY POND NO 2,7200645,GRAND VALLEY CANAL,22.666,0.0,1.0,38,53.09,940.28,72
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,251.21,0.0,216.15,50,15.77,209199.0,36
3803592,BAILEY POND NO 1,7200645,GRAND VALLEY CANAL,22.666,0.0,0.55,38,53.09,940.28,72
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,125.605,0.0,1.05,51,15.77,209199.0,36
5003653,COLBURN RESERVOIR NO 2,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,23.0,50,13.87,43989.7,37
3903505,GRASS VALLEY RESERVOIR,7200646,GRAND VALLEY PROJECT,17.75,0.0,6989.2,39,61.8,2313.7,72
5003652,COLBURN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,2.875,0.0,16.0,50,13.87,43989.7,37
5003646,MARTIN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,5.75,0.0,216.15,50,13.87,43989.7,37
3803553,ASPEN VALLEY RANCH POND,7200646,GRAND VALLEY PROJECT,17.75,0.0,5.0,38,61.8,2313.7,72
3802010,MIN FLOW S FK CRYSTAL R,3603543,GREEN MOUNTAIN RESERVOIR,2.0,0.0,17.0,38,15.77,209199.0,36
5003652,COLBURN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,125.605,0.0,16.0,50,15.77,209199.0,36
3903558,LAFRENZ POND,7200646,GRAND VALLEY PROJECT,17.75,0.0,1.75,39,61.8,2313.7,72
5104018,KOVACS POND NO 1,5103709,WILLIAMS FORK RESERVOIR,11.770999999999999,0.0,0.65,51,2.22,187274.0,51
5103526,CORRAL CREEK WETLAND NO1,5103709,WILLIAMS FORK RESERVOIR,11.770999999999999,0.0,26.8,51,2.22,187274.0,51
3802010,MIN FLOW S FK CRYSTAL R,7200646,GRAND VALLEY PROJECT,17.75,0.0,17.0,38,61.8,2313.7,72
3803936,PAN AND FORK RESERVOIR,7200645,GRAND VALLEY CANAL,22.666,0.0,0.5,38,53.09,940.28,72
