analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
5102047,MIN LEVEL PAWNEE LAKE,5300584,SHOSHONE POWER PLANT,133.0,3.22,242.0,51,147.54,1408.0,53
3804057,MAROLT RESERVOIR,7200646,GRAND VALLEY PROJECT,5.667000000000002,3.23,21.1,38,61.8,2313.7,72
4503633,RICHARDSON POND NO 04,7200646,GRAND VALLEY PROJECT,5.667000000000002,3.23,0.1,45,61.8,2313.7,72
3703546,MIN LAKE CLEVELAND,5300584,SHOSHONE POWER PLANT,133.0,3.24,26.0,37,147.54,1408.0,53
3703546,MIN LAKE CLEVELAND,5104655,MOFFAT WATER TUNNEL,3.0,3.24,26.0,37,25.36,928.0,51
3703546,MIN LAKE CLEVELAND,5104634,CBT ALVA B ADAMS TUNNEL,5.0,3.24,26.0,37,0.85,550.0,51
3703724,KNAPP POND NO 2,5104634,CBT ALVA B ADAMS TUNNEL,5.0,3.25,23.2,37,0.85,550.0,51
3703893,CJC POND NO. 2,5104655,MOFFAT WATER TUNNEL,3.0,3.25,6.0,37,25.36,928.0,51
3803979,HAWKRIDGE POND,7200646,GRAND VALLEY PROJECT,5.667000000000002,3.25,5.0,38,61.8,2313.7,72
3703580,SCUDDER RESERVOIR,5300584,SHOSHONE POWER PLANT,133.0,3.25,0.75,37,147.54,1408.0,53
3703893,CJC POND NO. 2,5300584,SHOSHONE POWER PLANT,133.0,3.25,6.0,37,147.54,1408.0,53
3703893,CJC POND NO. 2,5104634,CBT ALVA B ADAMS TUNNEL,5.0,3.25,6.0,37,0.85,550.0,51
3703580,SCUDDER RESERVOIR,5104634,CBT ALVA B ADAMS TUNNEL,5.0,3.25,0.75,37,0.85,550.0,51
3703724,KNAPP POND NO 2,5104655,MOFFAT WATER TUNNEL,3.0,3.25,23.2,37,25.36,928.0,51
3703724,KNAPP POND NO 2,5300584,SHOSHONE POWER PLANT,133.0,3.25,23.2,37,147.54,1408.0,53
3803554,CACHE POND,7200646,GRAND VALLEY PROJECT,5.667000000000002,3.25,2.22,38,61.8,2313.7,72
3703580,SCUDDER RESERVOIR,5104655,MOFFAT WATER TUNNEL,3.0,3.25,0.75,37,25.36,928.0,51
